Område,År,Uke,Nedbørsenergi,Nyttbart tilsig HBV (brukes før 2015 og til min/maks/gj.snitt),"Nyttbart tilsig (produksjonsdata og magasinstatistikk, brukes f.o.m. 2015)",Hydrologisk balanse,Magasinavvik,Mark-og grunnvann,Snø,"Avvik snø, mark og grunnvann"
NO,2014,26,94,3425,3164,4775,3022,14690,12168,1753
NO,2021,42,4674,3203,3159,-10146,-11522,15332,3030,1376
NO,2000,42,3229,2845,3156,10072,10669,15869,521,-596
NO,2020,34,1241,2636,3151,11340,11682,12726,1158,-341
NO,2022,43,2854,2585,3148,-4680,-4609,16534,1202,-71
NO,2024,33,2448,3318,3147,-1082,-737,13851,256,-345
NO,2000,41,6041,3576,3143,9490,9636,15330,658,-146
NO,2023,40,4132,3451,3141,5087,3009,16403,1161,2078
NO,2000,36,3605,2915,3136,16945,13439,15625,1982,3506
NO2,2015,27,-275,2914,3129,6842,-2258,4888,8999,9100
NO,2013,33,4459,3075,3125,-6,-740,15078,107,734
NO,2016,36,1903,2549,3125,4700,4654,13672,475,46
NO,2009,47,5576,2380,3122,1208,718,14461,8910,491
NO,2024,27,3231,2790,3119,-3520,1166,14949,2391,-4686
NO,2007,39,1996,3203,3112,10788,11107,14388,352,-319
NO,2018,46,3661,3524,3112,-3108,-331,16532,2030,-2777
NO,2013,28,-97,2824,3110,-5030,529,13095,833,-5558
NO,2015,19,2275,2630,3106,16900,-3838,16153,62032,20737
NO,2020,21,1710,2480,3103,31589,-10314,17206,73234,41903
NO,2012,35,3044,2863,3098,9816,8490,14341,1093,1326
NO,2008,33,3231,2812,3096,7707,7966,13626,567,-259
NO,2015,52,8005,4797,3081,19941,13299,15358,24600,6642
NO,2023,30,1811,3233,3072,-2223,-640,14286,520,-1583
NO,2021,26,-1248,2662,3071,-11197,190,12436,1282,-11387
NO,2022,39,3878,2490,3065,-10910,-10416,14297,269,-494
NO,2013,41,3937,3142,3063,-7290,-5058,13612,290,-2232
NO,2002,29,-330,3859,3049,11294,12332,14478,2133,-1038
NO,2013,34,1213,3463,3042,-1329,-438,13240,95,-891
NO,2006,45,7058,3904,3040,-9342,-13609,14491,9773,4267
NO,2016,34,2892,2729,3037,4013,3556,14013,670,457
NO,2011,35,2265,3282,3013,1097,718,14328,158,378
NO,2009,33,3042,2549,3011,1276,1180,13995,552,96
NO,2019,30,73,2735,3008,-5190,-440,10853,786,-4750
NO,2005,46,6953,4108,3007,10942,10613,16235,5432,328
NO,2005,38,2207,3435,3003,7696,7002,14461,834,694
NO,2010,37,4581,2755,3003,-10833,-10636,13785,235,-198
NO,2017,42,3789,3411,2998,4150,4141,15754,1241,9
NO,2015,51,3596,1801,2997,17543,11793,15545,21475,5750
NO,2011,15,2245,4555,2979,-15550,-11187,16594,43908,-4363
NO,2017,43,5526,3146,2974,5664,4230,16057,3184,1434
NO,2005,36,3031,3367,2962,6776,5830,14199,848,946
NO,2018,40,3850,3479,2961,-1666,-4224,15491,2553,2557
NO,2020,40,999,2392,2954,10322,11151,14429,228,-829
NO2,2016,21,531,2802,2950,1623,2001,5089,6852,-377
NO,2005,32,2209,3575,2941,5982,4617,14146,2112,1366
NO,2008,42,3449,3404,2941,1161,1749,14262,2136,-588
NO,2006,27,-300,2514,2927,-18650,-9045,11696,725,-9604
NO,2013,44,4475,3160,2910,-5362,-4106,14928,2546,-1256
NO,2006,50,9659,3240,2907,8255,-3742,15008,26065,11997
NO,2011,34,3076,2883,2907,1102,207,14929,192,895
NO,2020,44,4003,3547,2903,10060,9853,16329,2609,208
NO,2017,41,3577,2645,2892,4051,3450,15839,896,601
NO,2025,33,1575,3277,2888,-2268,-1305,12729,759,-964
NO,2006,26,-468,2963,2883,-18006,-7551,13139,1511,-10455
NO,2001,30,680,2932,2876,-2272,198,13588,331,-2470
NO2,2018,37,2610,2244,2874,-1014,-1968,4112,41,954
NO2,2020,26,343,4037,2867,8853,4810,4974,4641,4043
NO,2006,40,4521,2320,2865,-15943,-15762,14929,376,-182
NO2,2015,28,1253,3286,2858,6954,-589,4685,7010,7542
NO,2000,31,323,3492,2852,16991,13852,13759,4875,3140
NO,2016,52,8529,2429,2850,-76,-2970,14907,21304,2894
NO,2016,49,5572,2797,2839,-4674,-4876,14277,12732,202
NO,2001,34,773,2625,2837,1781,2309,13460,238,-528
NO,2003,19,2652,2960,2835,-22293,-12601,15518,32236,-9693
NO,2004,35,2542,2245,2828,-7932,-6960,12920,216,-972
NO2,2023,38,3218,2076,2824,1785,949,4190,1,836
NO,2021,28,438,2630,2818,-9263,-2286,12141,368,-6977
NO,2012,38,3309,3407,2816,11618,10055,14853,1311,1563
NO,2011,52,8819,2549,2811,17929,9773,14216,27256,8156
NO,2005,39,3416,2715,2809,7508,7067,15262,239,441
NO,2008,31,288,2982,2808,6481,8791,12247,938,-2310
NO,2003,29,-459,2505,2804,-14639,-9055,11680,384,-5584
NO,2010,32,1747,2527,2803,-11186,-9982,13518,170,-1204
NO,2020,1,10043,3599,2802,-1330,-2202,13827,24933,873
NO,2006,36,4012,3039,2801,-16186,-15625,13391,149,-560
NO,2012,32,1452,3318,2796,11556,8975,14705,2767,2581
NO,2022,33,2904,2789,2794,-7485,-7781,13302,1446,296
NO,2013,31,3248,2542,2792,-4277,-1282,12343,156,-2995
NO,2010,19,1370,1821,2787,-21463,-9546,16317,29213,-11917
NO,2024,45,1095,3643,2787,4494,5307,16286,2897,-813
NO,2024,52,4330,2592,2786,9213,8724,15220,18586,489
NO,2015,46,6595,3259,2784,5240,7180,15344,4055,-1939
NO,2012,47,5172,3136,2781,11196,6162,15804,12110,5034
NO,2008,36,3927,2669,2780,5810,6041,13510,361,-230
NO,2005,31,2112,3326,2774,6745,4891,14329,3020,1854
NO,2004,29,889,2546,2772,-8984,-6782,13595,1850,-2202
NO,2007,38,4971,3376,2771,13273,11153,14960,1761,2120
NO,2007,37,3812,2934,2769,12681,11669,14003,1227,1012
NO,2012,34,2230,3028,2766,8932,8105,13737,1317,828
NO,2011,42,4011,2758,2763,7983,5171,16174,3623,2811
NO,2005,20,2778,1949,2759,15361,-5134,16298,57558,20495
NO,2025,3,4474,3346,2759,5507,9899,15971,22430,-4393
NO,2012,13,2737,3827,2754,19947,12441,15773,55754,7505
NO,2005,43,3757,1981,2749,4097,4728,16117,1059,-632
NO,2009,17,604,3149,2749,-2735,-651,16890,43978,-2084
NO2,2023,21,684,3013,2745,1245,-1278,4925,9916,2523
NO,2012,20,3512,3890,2735,21466,2158,17598,55071,19308
NO,2024,42,3562,2697,2730,1292,473,17107,697,819
NO,2021,30,3503,2770,2721,-8093,-4352,12419,229,-3742
NO,2023,37,3217,2719,2719,-1106,-1053,13974,190,-53
NO,2014,33,2331,2754,2717,780,2613,12175,443,-1833
NO,2018,36,2293,2264,2717,-12402,-11809,13320,188,-593
NO,2001,32,2895,2929,2715,1235,925,14923,278,309
NO,2021,13,3724,2693,2708,-6553,8523,14942,34004,-15076
NO,2022,32,619,2802,2708,-8185,-7435,12106,2035,-750
NO,2018,31,3821,2926,2707,-17095,-12722,10870,251,-4373
NO,2018,43,5434,3194,2706,130,-501,14919,3519,631
NO,2025,50,5213,2128,2699,-3569,1309,15273,8925,-4877
NO2,2019,21,1444,1649,2696,-4538,3091,4277,413,-7629
NO,2019,43,3939,2584,2692,-918,-414,15272,2031,-504
NO,2003,31,1035,2677,2686,-11553,-8054,11783,213,-3499
NO,2011,33,4178,3359,2686,91,112,14188,242,-21
NO,2010,38,4290,2788,2684,-9622,-10514,15036,458,892
NO,2012,33,383,2746,2679,9520,8398,13849,1724,1122
NO,2014,32,2727,2930,2670,584,2799,12093,584,-2214
NO,2024,36,3193,3449,2660,3335,2460,14828,147,875
NO,2020,43,5996,2525,2657,10461,9640,15646,2983,821
NO,2000,43,4287,3397,2656,9548,10191,15782,1382,-643
NO,2002,30,1194,3258,2656,10261,11731,13469,1450,-1470
NO,2011,18,105,2901,2652,-18985,-5255,16720,30203,-13730
NO,2001,35,3103,2933,2651,3071,2923,14025,230,147
NO,2000,34,1763,3089,2648,16312,13530,14337,2672,2782
NO,2009,40,5395,3673,2639,7481,6520,14029,2418,961
NO,2015,39,2385,2816,2634,11694,10030,15453,1270,1664
NO,2006,44,5645,1904,2628,-12521,-15057,14220,7047,2536
NO,2007,36,3128,2805,2627,12531,12253,13518,861,278
NO,2004,46,5028,2311,2625,-1115,-1007,15306,5925,-108
NO,2017,39,542,1890,2618,397,1629,13599,229,-1232
NO5,2024,22,741,2627,2618,-742,2475,3835,3594,-3216
NO,2003,34,2352,2913,2613,-10180,-9128,13004,170,-1052
NO5,2020,26,218,3008,2612,4484,1629,3882,5001,2855
NO,2006,47,4596,2401,2610,-2683,-10717,14871,16043,8035
NO5,2015,27,-69,2317,2610,5487,-3602,3843,10460,9089
NO,2014,18,725,3756,2603,13815,1654,15974,56839,12160
NO,2000,35,2626,3017,2599,16208,13430,14751,2135,2777
NO,2009,16,951,3412,2597,-2247,-1485,15335,48248,-762
NO2,2017,21,-117,2441,2596,-3651,927,4610,3130,-4578
NO,2011,47,6564,2399,2594,5354,6172,16322,5740,-818
NO,2025,46,4355,2552,2590,-1512,742,15762,3322,-2255
NO5,2016,22,168,2557,2590,1390,494,3900,7641,897
NO,2015,50,7735,3493,2580,16827,10587,14489,20827,6241
NO,2004,40,2266,2893,2575,-2255,-2331,15238,323,75
NO,2021,46,4178,2646,2573,-6818,-7502,15954,6070,685
NO5,2024,21,219,2459,2572,-792,1507,4180,5349,-2299
NO,2016,18,1159,2689,2571,4936,3247,16835,45506,1689
NO,2020,2,7761,2516,2568,3436,-219,13966,29875,3655
NO,2014,30,-681,3229,2566,356,3896,11474,1375,-3540
NO,2011,14,5038,3714,2559,-15083,-13399,14784,48297,-1684
NO2,2024,19,-14,2645,2555,2005,1348,5175,10695,657
NO,2003,37,2385,2310,2552,-11713,-9714,12057,161,-1999
NO,2005,1,12767,2702,2540,19471,3056,14490,39812,16414
NO,2008,32,2632,2666,2528,6531,7931,12788,704,-1400
NO,2024,51,5290,2369,2528,8513,7761,14486,17536,753
NO,2025,43,4468,2630,2521,-1403,-815,16040,1178,-588
NO,2014,31,1656,2847,2520,75,3342,11326,902,-3267
NO,2014,34,3486,2565,2518,1961,2442,13368,377,-481
NO,2003,33,5165,3136,2515,-10728,-9462,13007,178,-1266
NO,2014,40,2259,3009,2515,-6028,-2889,12107,240,-3139
NO,2017,44,3690,2828,2515,5308,4077,16004,3957,1231
NO,2010,43,4480,2395,2511,-10590,-11423,15667,2973,833
NO,2001,42,1734,2960,2509,4012,4888,15651,458,-876
NO,2014,17,165,3115,2489,15325,2207,16531,59540,13118
NO,2004,37,2032,2539,2488,-6937,-6040,13120,202,-896
NO2,2022,40,2865,1730,2484,-5827,-6817,4558,51,990
NO,2025,19,-347,2722,2475,-513,12221,16880,27834,-12733
NO2,2018,20,-329,2942,2475,-3289,3435,4491,2639,-6724
NO2,2022,45,2277,2212,2472,-1452,-1712,5037,52,259
NO,2011,43,2495,2398,2459,6629,4637,16491,3308,1992
NO,2015,40,2105,2801,2458,9656,9633,14852,657,22
NO,2024,41,4236,2388,2450,448,-441,15048,1974,889
NO,2017,49,6594,1930,2439,11178,3282,13871,20832,7896
NO2,2018,38,2478,1840,2437,873,-553,4723,58,1426
NO,2006,46,6982,2348,2429,-4976,-12451,14497,14317,7475
NO,2010,31,1659,2544,2426,-11833,-10021,13465,217,-1813
NO5,2017,23,979,1602,2423,-771,852,3704,4073,-1623
NO,2023,36,898,2607,2416,-1135,-462,13245,183,-673
NO,2011,31,1111,2803,2409,552,1882,13806,358,-1330
NO,2019,29,640,1978,2409,-4409,-267,12088,1418,-4142
NO,2014,45,3148,3420,2405,841,2791,15775,2272,-1950
NO,2022,42,2457,2958,2404,-4810,-5376,15644,1908,566
NO,2007,34,283,2706,2400,13099,13414,13042,869,-315
NO,2012,46,4706,2640,2399,9495,4799,15139,10895,4696
NO,2017,38,1922,2214,2399,2525,2021,14376,729,504
NO2,2019,17,469,1863,2395,-7199,2620,4769,2592,-9819
NO,2024,46,5681,2597,2392,6160,5819,16240,5439,340
NO,2007,42,2939,2434,2391,7332,8822,14314,1182,-1491
NO,2010,30,1024,2475,2391,-12573,-10173,13690,299,-2399
NO,2010,33,670,2262,2386,-11801,-10084,12578,156,-1717
NO,2026,17,857,2500,2381,-20912,371,15904,25765,-21283
NO,2020,48,4531,3259,2377,15814,15963,16082,8509,-149
NO2,2020,22,200,2595,2376,12612,-1738,5136,19953,14351
NO2,2017,40,3242,2540,2372,3440,2880,4010,168,560
NO,2000,49,3223,2554,2371,10891,10294,15353,12051,597
NO5,2020,24,38,2274,2361,5912,-1225,4067,11229,7137
NO,2022,37,4904,2297,2345,-10938,-10435,12910,804,-504
NO,2025,30,383,2625,2345,-5446,-2197,11295,1845,-3249
NO,2025,17,1024,2569,2340,-515,13552,16798,32088,-14067
NO,2004,32,1331,2346,2339,-9309,-6549,11727,404,-2761
NO,2005,40,1676,2695,2333,5828,6643,14482,190,-814
NO,2009,48,5930,3095,2332,3241,1931,13906,12144,1309
NO,2004,22,-71,2717,2331,-10981,-1138,16413,17133,-9843
NO,2017,14,2702,2860,2330,-5605,-53,14975,44238,-5552
NO,2013,50,5707,1842,2328,4896,-2227,14019,22179,7122
NO5,2015,28,826,2459,2328,5458,-2522,3623,8895,7980
NO2,2021,21,376,2144,2326,-944,2444,5153,3776,-3389
NO,2002,36,3734,2476,2324,2882,4961,11800,221,-2079
NO,2023,35,1515,3534,2322,488,53,14342,201,435
NO,2025,31,3660,2596,2318,-4286,-3070,13097,1181,-1216
NO,2000,37,1736,3023,2316,14474,12356,14470,1865,2118
NO,2015,45,3425,2511,2312,2276,6077,15157,1039,-3801
NO2,2023,23,-295,2961,2307,-853,-910,5124,4134,57
NO2,2015,24,158,2143,2305,9320,-4642,4811,16923,13962
NO5,2024,20,-112,2140,2302,-388,312,3934,8244,-699
NO,2006,49,6217,3551,2299,1834,-6151,15480,19313,7985
NO,2025,42,2001,2908,2299,-2063,-593,14522,993,-1470
NO,2003,40,1782,2633,2298,-7222,-7356,14996,625,135
NO,2016,37,1261,2851,2295,2714,3760,12812,359,-1047
NO,2017,51,5315,1422,2294,10196,2905,14024,24537,7292
NO,2000,44,7598,3660,2292,12000,9803,15747,5180,2197
NO,2022,34,1523,2733,2288,-8457,-8198,12870,1096,-260
NO,2019,19,3403,2289,2286,-15954,4314,17257,19922,-20268
NO,2012,12,3731,2637,2285,20642,10579,15619,57224,10063
NO,2023,31,1267,2611,2284,-3022,-1516,13608,380,-1506
NO,2024,48,5236,1869,2280,5884,6046,15651,8927,-163
NO,2020,33,-669,3205,2278,11712,11477,12878,1809,236
NO,2011,41,3902,2854,2272,7131,4612,15452,3201,2519
NO,2006,38,1995,2371,2269,-18892,-16431,11906,235,-2461
NO,2017,34,523,2470,2267,2969,2400,13602,1194,570
NO,2014,37,1777,2487,2259,-2420,149,11449,200,-2569
NO,2008,46,5699,2024,2255,6005,2353,14703,10288,3652
NO2,2025,36,2764,1823,2255,-4632,-4979,3462,2,346
NO,2013,46,4940,1938,2250,-3029,-3690,14928,7071,661
NO,2006,41,1930,2692,2247,-17037,-15519,14297,320,-1517
NO2,2022,21,566,1636,2244,-7235,-6516,4329,7271,-719
NO,2005,2,9088,4044,2234,23374,4433,13938,45187,18941
NO2,2023,22,33,2029,2234,808,-1170,4996,7721,1978
NO,2007,43,1055,1833,2230,5120,8240,14079,608,-3120
NO,2024,49,2065,2578,2227,5182,6698,15136,10156,-1516
NO,2019,28,-819,2423,2220,-4126,931,12425,2005,-5057
NO2,2021,19,754,1859,2217,-16,2325,5065,7807,-2341
NO,2002,31,-1033,2424,2216,7574,10920,11352,797,-3346
NO,2018,45,1323,2141,2207,-3086,-1633,15730,2813,-1453
NO,2017,19,829,2389,2203,-5219,-6066,14978,43317,848
NO,2017,35,904,2067,2203,1606,1842,12882,991,-235
NO4,2022,22,192,1868,2200,3274,781,3840,8008,2493
NO,2020,36,1751,1819,2199,9458,10122,12559,877,-664
NO5,2018,19,271,2277,2184,-2162,679,3836,7031,-2842
NO,2021,29,271,2169,2183,-10417,-3859,10783,307,-6558
NO2,2019,23,803,1019,2182,-2400,2672,3961,167,-5072
NO,2019,42,2559,2299,2181,-1526,-601,14455,1605,-925
NO2,2021,22,-420,2614,2180,-2698,2316,4551,1173,-5014
NO4,2020,25,-112,2426,2177,1752,-1822,3566,6504,3574
NO,2018,26,-821,2039,2174,-15818,-3619,11034,1873,-12199
NO2,2017,22,44,1824,2170,-3958,930,4055,1796,-4888
NO,2020,4,6100,2306,2167,10307,2860,14041,38964,7447
NO2,2016,39,2673,1243,2167,3328,2977,3671,186,351
NO4,2020,26,-176,2374,2167,993,-800,3269,4204,1793
NO,2003,35,501,1987,2163,-11038,-8928,11824,174,-2110
NO,2003,18,2704,2487,2159,-24331,-11844,14600,33564,-12487
NO,2001,36,1410,2240,2156,2299,2732,13437,231,-433
NO2,2024,18,180,1993,2156,2895,542,4989,13686,2353
NO,2001,43,3457,2107,2155,4004,4405,16592,813,-401
NO2,2023,20,-28,2154,2154,1637,-1847,4902,12438,3484
NO2,2023,24,-242,2656,2154,-2197,-596,4665,1507,-1601
NO,2019,41,2958,1822,2144,-1051,-795,14106,1771,-256
NO1,2018,19,301,2258,2143,1339,1200,5251,1908,138
NO,2016,51,5588,2303,2141,-5133,-4351,13903,16585,-782
NO,2006,51,4093,2070,2140,9135,-2613,15285,27732,11748
NO,2009,38,705,2394,2136,4624,5253,13648,324,-630
NO,2010,17,2564,2231,2136,-23313,-7674,14857,32457,-15639
NO2,2015,26,-169,2400,2136,7733,-3957,4673,12590,11691
NO2,2015,35,1841,1557,2133,7016,5367,4001,737,1649
NO,2015,43,2928,1903,2130,4125,6673,14514,745,-2548
NO2,2015,23,1873,1903,2128,9699,-4933,5028,18804,14632
NO,2021,45,3824,2513,2126,-7786,-8407,15577,5040,621
NO,2005,33,71,2486,2125,3606,3868,12666,1524,-261
NO,2011,32,1168,2419,2125,-1004,628,12957,303,-1632
NO,2025,40,4382,1911,2122,-2174,-2060,14851,520,-115
NO,2007,35,2450,2340,2116,12670,12744,13113,922,-74
NO2,2017,24,335,1558,2111,-391,2737,4022,623,-3128
NO,2016,33,-12,2529,2105,2919,3295,13205,870,-376
NO,2014,19,1663,2087,2098,13963,-869,15989,56290,14833
NO,2000,39,1735,1976,2096,9221,10373,13587,321,-1152
NO,2019,32,1883,1916,2095,-6327,-2779,10953,390,-3548
NO2,2019,18,328,1899,2094,-6814,3811,4130,1568,-10625
NO,2022,18,1407,1870,2093,-5497,-10405,15737,49823,4907
NO4,2022,26,-92,2153,2091,3053,2386,3390,2958,667
NO,2004,31,-571,2245,2090,-9449,-6270,11587,728,-3179
NO,2006,43,4001,2266,2090,-15614,-15393,14622,2963,-221
NO,2006,39,2766,2231,2082,-18635,-16612,12735,302,-2023
NO,2013,16,4889,2815,2082,-15470,-5145,14116,39904,-10325
NO,2010,44,4206,2844,2081,-10444,-11570,14741,5116,1126
NO,2004,34,4042,2009,2074,-9297,-7665,12360,234,-1632
NO5,2023,24,-245,2678,2074,-1820,32,3762,2545,-1853
NO,2014,39,4532,1893,2073,-4491,-2494,12694,368,-1997
NO,2014,36,1022,2154,2072,-1222,1000,11633,246,-2222
NO,2013,51,5876,1797,2068,7484,-1459,13848,26365,8943
NO5,2019,23,740,1301,2068,-2641,1704,3437,1618,-4345
NO,2011,45,1055,2468,2062,3122,5520,16023,1576,-2397
NO,2025,44,2707,2247,2061,-2644,-1501,15880,1708,-1142
NO,2014,42,2176,1974,2055,-4609,-2425,14046,756,-2184
NO2,2022,44,2438,1709,2048,-2848,-3430,4947,113,582
NO5,2019,21,846,1733,2047,-4320,1839,3410,2259,-6159
NO,2005,19,616,1756,2046,13117,-2578,15317,57825,15694
NO,2004,47,7256,2552,2042,2643,-281,14469,11334,2923
NO,2022,2,6140,1769,2039,-14964,-10780,13971,22030,-4184
NO2,2021,20,161,2078,2039,-641,2389,4742,6082,-3031
NO,2020,46,1630,2520,2038,9629,12365,16422,2181,-2736
NO,2000,38,594,2079,2035,11657,11250,13346,1662,407
NO,2013,30,-627,2188,2030,-6308,-1012,10842,251,-5296
NO,2008,44,3353,2683,2029,4973,2601,14256,6846,2372
NO5,2018,22,-337,1689,2029,-3727,2409,2834,1675,-6136
NO,2018,35,901,2275,2025,-12629,-11471,12751,199,-1158
NO2,2023,19,556,1667,2023,2391,-2074,4753,14925,4465
NO2,2021,43,1985,1518,2013,-6282,-6363,4282,42,81
NO2,2015,25,172,1821,2012,8988,-4444,4786,15197,13432
NO,2004,51,5248,2503,2011,6081,2554,14342,20454,3527
NO2,2015,49,4200,928,2009,7490,4525,4221,5502,2966
NO2,2024,15,1414,1690,1997,3635,410,4170,17150,3225
NO,2001,45,4587,2588,1991,8585,5771,15531,7280,2814
NO,2021,38,3031,1657,1988,-18272,-15583,11657,255,-2689
NO2,2020,27,1234,2550,1984,8995,5588,4563,3632,3407
NO,2000,40,1057,1698,1977,7412,9334,13265,298,-1922
NO5,2017,21,46,1606,1977,-1938,-5,3619,6275,-1933
NO,2025,39,343,2568,1975,-2758,-1467,13513,255,-1292
NO,2017,47,6075,1299,1969,9450,2934,13994,15402,6516
NO,2019,39,1177,2628,1969,243,956,14154,193,-713
NO,2013,36,2099,2207,1967,-3413,-1854,12461,81,-1559
NO,2006,42,3551,2240,1964,-16226,-15147,14875,1031,-1079
NO,2012,18,1425,2981,1964,20503,7827,16057,57271,12675
NO2,2020,31,2467,2504,1963,9141,7211,4342,851,1930
NO2,2018,22,-506,998,1962,-4503,3056,2920,260,-7559
NO2,2025,51,2204,2148,1961,-3823,-1670,4338,1655,-2153
NO3,2020,25,-269,2558,1961,3297,453,2946,4844,2844
NO4,2017,24,19,2258,1960,1933,-1736,3560,7536,3669
NO,2020,35,1727,2544,1958,10076,10969,12179,1037,-893
NO2,2016,20,450,1416,1953,1989,1481,4823,9540,508
NO,2024,39,4890,2145,1952,1943,1342,14446,1215,601
NO,2019,31,684,2383,1949,-6384,-1624,10220,515,-4760
NO2,2016,23,-349,2344,1944,-23,3220,4057,1901,-3242
NO2,2023,25,-204,1585,1942,-2627,-364,3685,603,-2263
NO5,2023,25,135,1829,1939,-1922,474,3281,1330,-2397
NO2,2022,23,-20,1763,1938,-7627,-6930,4253,4251,-697
NO,2013,52,8441,2173,1933,12388,-722,13929,32498,13111
NO5,2022,26,648,1964,1930,-1335,-934,3365,2262,-401
NO2,2018,41,1411,1375,1925,1424,1011,4205,20,412
NO5,2018,20,-114,2094,1925,-2707,1604,3501,5066,-4311
NO4,2024,22,-86,1934,1924,-6553,-1839,3218,1424,-4714
NO,2023,16,998,2641,1921,1919,-2967,15686,53546,4886
NO5,2022,24,504,1741,1919,-1255,-1688,3570,5023,433
NO2,2015,29,387,1843,1911,6814,401,4454,5677,6413
NO2,2025,32,2384,1584,1911,-5092,-5034,3081,8,-59
NO2,2024,43,1546,1730,1907,1464,1289,4238,181,175
NO5,2021,22,-257,2299,1904,-4972,-52,3562,2163,-4920
NO,2015,48,4277,1591,1896,5846,7034,14646,8906,-1188
NO,2003,41,2536,2013,1894,-7867,-7808,14708,1366,-60
NO,2017,13,3157,2080,1894,-5844,-1337,14682,44833,-4507
NO,2021,32,1755,1911,1894,-10481,-7515,11731,194,-2967
NO2,2024,23,1693,1721,1891,2314,4268,4656,2591,-1954
NO5,2022,23,104,2019,1891,-1442,-1977,3832,6103,535
NO,2021,36,2110,1750,1888,-15848,-12513,10589,176,-3335
NO2,2018,39,1636,1957,1884,1146,270,4183,199,876
NO,2003,17,229,3610,1883,-26527,-11668,14778,33316,-14859
NO,2014,15,4115,2221,1879,15936,2239,14596,63965,13697
NO,2007,2,8690,1884,1878,15534,990,14222,40508,14544
NO5,2022,25,-29,1520,1872,-1416,-1387,3349,3630,-29
NO,2025,15,2454,2088,1870,-1176,12205,16216,35267,-13381
NO5,2021,23,62,1416,1869,-4926,111,3111,1251,-5037
NO,2015,37,-148,2434,1867,11049,8875,13892,2500,2174
NO,2009,41,4313,2065,1865,8027,5540,13484,5136,2486
NO2,2016,25,530,1055,1857,457,2881,3619,509,-2423
NO2,2022,19,1121,1367,1857,-7383,-6589,4273,10146,-794
NO,2021,8,4483,2259,1855,-6950,6427,14259,27608,-13377
NO,2015,44,2074,1985,1853,2439,5879,14298,993,-3440
NO,2014,46,2142,2238,1852,-641,2830,15229,2639,-3471
NO2,2016,26,906,994,1848,1629,3170,3715,316,-1541
NO,2005,41,2232,2162,1846,4620,5850,14613,290,-1231
NO,2018,30,1454,1732,1846,-19470,-12449,9056,312,-7020
NO,2024,38,-273,2403,1846,1213,2250,13342,222,-1037
NO,2009,15,2074,2166,1844,-1347,-2717,14515,51719,1370
NO,2016,47,4621,1493,1840,-7439,-6138,13305,8275,-1300
NO,2001,18,1644,2288,1837,-6928,-543,14598,39669,-6385
NO,2006,52,3351,2197,1835,9003,-1754,14924,29150,10757
NO,2023,42,2522,2514,1834,6711,3923,15399,4375,2788
NO4,2019,23,275,1301,1834,-1505,-826,3683,4041,-680
NO5,2017,22,299,1645,1826,-1979,191,3447,5027,-2170
NO2,2024,25,366,1743,1822,2805,3761,4158,1437,-956
NO4,2021,23,355,1534,1816,-1774,1783,3354,1492,-3557
NO2,2025,38,1067,1754,1813,-3012,-3470,3807,7,458
NO,2008,35,1022,1781,1809,4362,6087,12003,380,-1725
NO5,2017,24,287,1435,1809,-515,1059,3347,3238,-1575
NO,2012,11,3677,2243,1808,19844,9180,14529,57368,10664
NO5,2020,23,473,2417,1808,6143,-2097,3997,13642,8240
NO,2007,16,2417,2866,1806,20617,2899,15073,66990,17718
NO2,2018,21,-463,1795,1805,-4403,3171,3844,900,-7574
NO,2015,17,2206,2556,1800,14882,-600,15312,63123,15483
NO,2014,35,378,1972,1798,252,1812,12239,309,-1560
NO,2024,31,-326,2118,1796,-4134,-1407,12356,412,-2727
NO,2000,16,3515,2207,1792,35507,5524,15107,79220,29982
NO5,2018,41,1476,1440,1789,1468,919,3466,349,549
NO2,2022,24,428,1526,1787,-7330,-6875,3945,3372,-455
NO,2006,29,-789,2023,1786,-17443,-10871,10706,370,-6572
NO3,2020,23,225,2310,1786,4613,-1210,3065,9347,5822
NO,2024,16,305,2172,1784,-761,-4246,14315,53515,3485
NO2,2016,19,-23,2589,1784,1917,1720,4567,10843,196
NO,2023,51,6296,2059,1775,-3623,-5335,12857,20124,1712
NO4,2023,25,216,1951,1773,-1837,-397,3178,1879,-1440
NO,2021,50,5110,1760,1772,-12257,-10105,14660,12263,-2152
NO2,2020,47,4075,2677,1755,7338,6803,4903,1228,535
NO3,2018,19,454,1950,1753,-888,662,3010,5349,-1550
NO,2000,50,3532,2358,1752,10431,11021,14727,13759,-590
NO,2012,39,1762,1907,1750,8833,8690,14840,363,143
NO4,2022,25,469,1400,1747,3574,1462,3642,4966,2111
NO,2018,27,-1071,1838,1746,-17899,-6432,9386,1171,-11467
